,noncountry,geopy
1996,East Cambridge,"East Cambridge, Cambridge, Middlesex County, Massachusetts, 02141, United States"
1997,Twickenham,"Twickenham, Greater London, England, TW1 3RZ, United Kingdom"
1998,Lunéville,"Lunéville, Meurthe-et-Moselle, Grand Est, Metropolitan France, 54300, France"
1999,Trenton,"Trenton, Mercer County, New Jersey, United States"
2000,Lynnwood,"Lynnwood, Snohomish County, Washington, United States"
2001,San Martín Jilotepeque,"San Martín Jilotepeque, Chimaltenango, Guatemala"
2002,Jaipur,"Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
2003,Lucerne,"Lucerne, Switzerland"
2004,Crayford,"Crayford, London Borough of Bexley, London, Greater London, England, DA1 4ES, United Kingdom"
2005,Nagarjunakonda,"Nagarjunakonda, MDR, Anupu, Macherla, Palnadu, Andhra Pradesh, India"
2006,Ealing,"Ealing, Greater London, England, W5 5DG, United Kingdom"
2007,Baltimore,"Baltimore, Maryland, United States"
2008,Shanghai,"Shanghai, China"
2009,Lauscha,"Lauscha, Landkreis Sonneberg, Thuringia, Germany"
2010,Kassel,"Kassel, Hesse, Germany"
2011,North Manly,"North Manly, Northern Beaches, Sydney, Northern Beaches Council, New South Wales, 2100, Australia"
2012,Miami Beach,"Miami Beach, Miami-Dade County, Florida, United States"
2013,Oak Park,"Oak Park, Cook County, Illinois, United States"
2014,Hatfield,"Hatfield, Welwyn Hatfield, Hertfordshire, England, United Kingdom"
2015,Hammonton,"Hammonton, Atlantic County, New Jersey, United States"
2016,La Salle,"La Salle County, Texas, United States"
2017,Sheffield,"Sheffield, South Yorkshire, England, United Kingdom"
2018,"Coonley Road, 336","336, Coonley Road, Riverside, Lyons Township, Cook County, Illinois, 60546, United States"
2019,Art Institute of Chicago,"The Art Institute of Chicago, 111, South Michigan Avenue, Printer's Row, Loop, Chicago, Cook County, Illinois, 60603, United States"
2020,Andhra Pradesh,"Andhra Pradesh, India"
2021,Columbia Plateau,"Columbia Plateau, Benton County, Washington, United States"
2022,Bloomfield Hills,"Bloomfield Hills, Oakland County, Michigan, 48304, United States"
2023,Bethlehem,"Bethlehem, Area A, West Bank, Palestinian Territory"
2024,"Michigan Avenue, 866 North","866, Michigan Avenue, Wick Park Historic District, North Side, Youngstown, Mahoning County, Ohio, 44504, United States"
2025,Hampton Falls,"Hampton Falls, Rockingham County, New Hampshire, 03844, United States"
2026,Dunes Hotel,"Dunes Hotel, South Parade, Cullercoats, Whitley Bay, North Tyneside, North East, England, NE26 2RF, United Kingdom"
2027,Yerushalayim district,"Jerusalem, Jerusalem Subdistrict, Jerusalem District, Israel"
2028,Southern Veracruz,"Botanica Tadeo Veracruz, 4220 West, Hoffman Heights Numbes 12 and 13, Kearns, Salt Lake County, Utah, 84118, United States"
2029,Flemish Brabant,"Flemish Brabant, Flanders, Belgium"
2030,Newburgh,"City of Newburgh, Orange County, New York, United States"
2031,Isla de Ometepe,"Ometepe Island, Rivas, Nicaragua"
2032,Libourne,"Libourne, Gironde, Nouvelle-Aquitaine, Metropolitan France, 33500, France"
2033,Gmunden,"Gmunden, Bezirk Gmunden, Upper Austria, 4810, Austria"
2034,Maine,"Maine, United States"
2035,Lakeview,"Lakeview, Riverside County, California, United States"
2036,Independence,"Independence, Jackson County, Missouri, United States"
2037,Canberra,"Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia"
2038,Värmdölandet,"Värmdölandet, Stockholm County, Sweden"
2039,Kinngait,"Kinngait, Qikiqtaaluk Region, Nunavut, X0A 0C0, Canada"
2040,Santa Fe,"Santa Fe, Argentina"
2041,Southern Italy,"Embassy of Italy in Helsinki, 4, Itäinen Puistotie, Kaivopuisto, Southern major district, Helsinki, Helsinki sub-region, Uusimaa, Mainland Finland, 00140, Finland"
2042,Northern India,"India, Lamwo, Northern Region, Uganda"
2043,Neukölln,"Neukölln, Berlin, Germany"
2044,Gujarat,"Gujarat, India"
2045,Edmond,"Edmond, Oklahoma County, Oklahoma, United States"
2046,Ventura,"Ventura County, California, United States"
2047,Saint-Cloud,"Saint-Cloud, Arrondissement of Nanterre, Hauts-de-Seine, Metropolitan France, 92210, France"
2048,Waltham,"Waltham, Middlesex County, Massachusetts, United States"
2049,Taos,"Taos, Taos County, New Mexico, 87571, United States"
2050,Burano,"Burano, Venezia-Murano-Burano, Burano, Venice, Venezia, Veneto, 30142, Italy"
2051,Meuse,"Meuse, Grand Est, Metropolitan France, France"
2052,Naumburg,"Naumburg (Saale), Burgenlandkreis, Saxony-Anhalt, Germany"
2053,Cork,"Cork, County Cork, Munster, Ireland"
2054,Campeche state,"Campeche, Cumana, Parroquia Santa Inés, Municipio Sucre, Sucre State, 6101, Venezuela"
2055,Weimar,"Weimar, Thuringia, Germany"
2056,Hunan,"Hunan, China"
2057,Schleswig-Holstein,"Schleswig-Holstein, Germany"
2058,Oude Amstel,"Ibis Styles Amsterdam Amstel, 132, Stadhouderskade, Oude Pijp, De Pijp, Zuid, Amsterdam, North Holland, Netherlands, 1074 AZ, Netherlands"
2059,Mills Pond,"Mills Pond, Saint Jacob, St. Jacob, Madison County, Illinois, United States"
2060,Bristol,"Bristol, City of Bristol, West of England, England, United Kingdom"
2061,South Shore Park,"South Shore Park, Oregon, Lucas County, Ohio, 43618, United States"
2062,Fern Creek,"Fern Creek, Louisville, Jefferson County, Kentucky, 40291, United States"
2063,Southern Tibet,"Тибет, переулок Бестужева, Центр, Novocherkassk, Rostov Oblast, 346429, Russia"
2064,Thuringia,"Thuringia, Germany"
2065,Kenilworth,"Kenilworth, New Trier Township, Cook County, Illinois, United States"
2066,Cross River,"Cross River State, Nigeria"
2067,Austria-Hungary,"Hungary, Erinnerungsstraße, Brunngraben, Mauthausen, Bezirk Perg, Upper Austria, 4310, Austria"
2068,Michigan,"Michigan, United States"
2069,Granada province,"Granada, Province of Chachapoyas, Amazonas, Peru"
2070,Central America,"Central America, Creek Walk, Coffs Harbour, Coffs Harbour City Council, New South Wales, 2450, Australia"
2071,"Morse Avenue, 1221 West","Morse Avenue, Todt Hill, Staten Island, Richmond County, New York, 10314, United States"
2072,Varamin,"Varamin, Varamin Central District, Varamin County, Tehran Province, Iran"
2073,"Monroe Street, 30 West","A & A Pools & Supplies Inc, 30, Monroe Street, Berkeley Plaza, Martinsburg, Berkeley County, West Virginia, 25404, United States"
2074,Ghent,"Ghent, Gent, East Flanders, Flanders, Belgium"
2075,Midway Airport,"Midway Airport, Cleghorn Street, Midway, Regional District of Kootenay Boundary, British Columbia, V0H 1M0, Canada"
2076,Wilkes-Barre,"Wilkes-Barre, Luzerne County, Pennsylvania, United States"
2077,Bucharest,"Bucharest, Romania"
2078,Norwich,"Norwich, Norfolk, England, United Kingdom"
2079,Great Plains,"Great Plains, Thomas County, Kansas, United States"
2080,Genoa,"Genoa, Liguria, Italy"
2081,Northeast,"North-East District, Botswana"
2082,New Hampshire,"New Hampshire, United States"
2083,Höchst,"Höchst, West, Frankfurt, Hesse, Germany"
2084,Dorchester,"Dorchester, Dorset, England, United Kingdom"
2085,Bedford Center,"Bedford Center, Town of Bedford, Westchester County, New York, 10507, United States"
2086,Lena,"Lena River, Дабанский наслег, Olyokminsky Ulus, Sakha Republic, Far Eastern Federal District, Russia"
2087,Soviet Union,"Soviet Union, Strada Lacului, Slobozia, Ialomița, 920012, Romania"
2088,Passamaquoddy Indian Township Reservation,"Passamaquoddy Indian Township Reservation, Indian Township / Motahkomikuk, Washington County, Maine, 04668, United States"
2089,North Africa,"North Africa, Carrer de Can Valero, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalonia, 08004, Spain"
2090,Tehran,"Tehran, بخش مرکزی شهرستان تهران, Tehran County, Tehran Province, Iran"
2091,Peoria,"Peoria, Peoria County, Illinois, United States"
2092,Ripoll,"Ripoll, Ripollès, Girona, Catalonia, 17500, Spain"
2093,"Madison Street, 1214-1222 West","Madison Street, West Edge, First Hill, Seattle, King County, Washington, 98154, United States"
2094,Bridgeport,"Bridgeport, Greater Bridgeport Planning Region, Connecticut, United States"
2095,Glassboro,"Glassboro, Gloucester County, New Jersey, United States"
2096,Milwaukee,"Milwaukee, Milwaukee County, Wisconsin, United States"
2097,Sulawesi,"Sulawesi, Indonesia"
2098,Fürstenberg,"Fürstenberg, Samtgemeinde Boffzen, Landkreis Holzminden, Lower Saxony, 37699, Germany"
2099,Albany County,"Albany County, New York, United States"
2100,Youngstown,"Youngstown, Mahoning County, Ohio, United States"
2101,Turin,"Turin, Torino, Piedmont, Italy"
2102,Wilmington,"Wilmington, New Castle County, Delaware, United States"
2103,South Carolina,"South Carolina, United States"
2104,Prescott,"Prescott, Yavapai County, Arizona, United States"
2105,Stoke-on-Trent,"Stoke-on-Trent, England, United Kingdom"
2106,"Michigan Avenue, 875 North","875, Michigan Avenue, Wick Park Historic District, North Side, Youngstown, Mahoning County, Ohio, 44504, United States"
2107,Orlando,"Orlando, Orange County, Florida, United States"
2108,Aspen,"Aspen, Pitkin County, Colorado, United States"
2109,"Michigan Avenue, 435 North","435, North Michigan Avenue, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States"
2110,Ottawa,"Ottawa, Eastern Ontario, Ontario, Canada"
2111,Stockholm,"Stockholm, Stockholm Municipality, Stockholm County, 111 29, Sweden"
2112,Norwalk,"Norwalk, Western Connecticut Planning Region, Connecticut, United States"
2113,Ancient Egypt,"Ancient Egypt, 8, Sentosa Gateway, Southern Islands, Southwest, Singapore, 098269, Singapore"
2114,Montréal,"Montreal, Urban agglomeration of Montreal, Montreal (administrative region), Quebec, Canada"
2115,Zug,"Zug, Switzerland"
2116,Buen Retiro,"Buen Retiro, Parroquia Chirica, Municipio Caroní, Bolivar State, Venezuela"
2117,East Greenville,"East Greenville, Montgomery County, Pennsylvania, 18041, United States"
2118,Corning,"City of Corning, Steuben County, New York, United States"
2119,Rey,"Rey, Rey Central District, Rey County, Tehran Province, Iran"
2120,Bengal,"Bengal, Shelby County, Indiana, United States"
2121,Monterey,"Monterey County, California, United States"
2122,Nottingham,"Nottingham, Nottinghamshire, East Midlands, England, United Kingdom"
2123,"Cornell Avenue, 5346 South","Cornell Avenue, York South—Weston, York, Toronto, Golden Horseshoe, Ontario, M6M 2E1, Canada"
2124,Pittsburgh,"Pittsburgh, Allegheny County, Pennsylvania, United States"
2125,Nancy,"Nancy, Meurthe-et-Moselle, Grand Est, Metropolitan France, France"
2126,Burnham Park,"Burnham Park, 1200-5700, Oakland, Chicago, Hyde Park Township, Cook County, Illinois, United States"
2127,Talavera de la Reina,"Talavera de la Reina, Toledo, Castile-La Mancha, Spain"
2128,Náxos,"Naxos, Naxos Regional Unit, South Aegean, Aegean, Greece"
2129,Concord,"Concord, Merrimack County, New Hampshire, United States"
2130,Seattle,"Seattle, King County, Washington, United States"
2131,Woodland Avenue,"Woodland Avenue, West Woodland Avenue, Springfield Township, Delaware County, Pennsylvania, 19064, United States"
2132,Gilbert,"Gilbert, Maricopa County, Arizona, United States"
2133,"River Road, 333 East","333, River Road, East Deerfield, Deerfield, Franklin County, Massachusetts, 01342, United States"
2134,Newburyport,"Newburyport, Essex County, Massachusetts, 01950, United States"
2135,Loosdrecht,"Loosdrecht, Wijdemeren, North Holland, Netherlands"
2136,Meriden,"Meriden, South Central Connecticut Planning Region, Connecticut, United States"
2137,Varanasi,"Varanasi, Sadar, Varanasi, Uttar Pradesh, 221001, India"
2138,Lowestoft,"Lowestoft, East Suffolk, Suffolk, England, United Kingdom"
2139,Lucknow,"Lucknow, Uttar Pradesh, 226027, India"
2140,Saveh,"Saveh, Central District of Saveh County, Saveh County, Markazi Province, Iran"
2141,"Bryn Mawr Avenue, 8750 West","West Bryn Mawr Avenue, Andersonville, Edgewater, Chicago, Lake View Township, Cook County, Illinois, 60660, United States"
2142,Thebes,"Thebes, Alexander County, Illinois, United States"
2143,"Van Buren Street, 140 West","140, Van Buren Street, West Babylon, Town of Babylon, Suffolk County, New York, 11704, United States"
2144,Ulm,"Ulm, Baden-Württemberg, Germany"
2145,Dahestan,"Dahestan Gonbaki, Bakhsh-e Gonbaki, Rigan County, Kerman Province, Iran"
2146,Asia Minor,"Asia Minor, Central Anatolia Region, Turkey"
2147,Arabian Peninsula,"Arabian Peninsula, Saudi Arabia"
2148,"Chicago Avenue, 303-311 East","303, East Chicago Avenue, Calumet, East Chicago, North Township, Lake County, Indiana, 46312, United States"
2149,Asia,Asia
2150,Leiden,"Leiden, South Holland, Netherlands"
2151,Serbia and Montenegro,"Serbia and Montenegro Air Traffic Services, 51, Аеродром Београд, Радиофар, Surcin, Surcin Urban Municipality, City of Belgrade, Central Serbia, 11180, Serbia"
2152,Gmünd,"Gmünd, Bezirk Gmünd, Lower Austria, 3950, Austria"
2153,Atlanta,"Atlanta, Fulton County, Georgia, United States"
2154,Lubbock,"Lubbock, Lubbock County, Texas, United States"
2155,"State Street, 3360 South","3360, State Street, South Salt Lake, Salt Lake County, Utah, 84115, United States"
2156,Suhl,"Suhl, Thuringia, Germany"
2157,Topeka,"Topeka, Shawnee County, Kansas, United States"
2158,Saint Charles,"Saint Charles, Saint Charles County, Missouri, United States"
2159,Schaumburg,"Schaumburg, Schaumburg Township, Cook County, Illinois, United States"
2160,Baccarat,"Baccarat, Lunéville, Meurthe-et-Moselle, Grand Est, Metropolitan France, 54120, France"
2161,Valley of Mexico,"Greater Mexico City, State of Mexico, Mexico"
2162,Northwest Coast,"Northwest Coast, Cádiz, Andalusia, Spain"
2163,Montana,"Montana, United States"
2164,Davenport,"Davenport, Scott County, Iowa, United States"
2165,Great Britain,"Great Britain, United Kingdom"
2166,Deruta,"Deruta, Perugia, Umbria, 06053, Italy"
2167,Mesopotamia,"Mesopotamia, Iraq"
2168,Sarasota,"Sarasota, Sarasota County, Florida, United States"
2169,Maastricht,"Maastricht, Limburg, Netherlands"
2170,Moldavia,Moldova
2171,Edmonds,"Edmonds, Snohomish County, Washington, United States"
2172,Feltre,"Feltre, Belluno, Veneto, 32032, Italy"
2173,Ancient Mediterranean,"Ancient Alalakh, D420, Demirköprü, Reyhanlı, Hatay, Mediterranean Region, Turkey"
2174,Schleswig,"Schleswig, Schleswig-Flensburg, Schleswig-Holstein, 24837, Germany"
2175,Saint Paul,"Saint Paul, Ramsey County, Minnesota, United States"
2176,Uhrichsville,"Uhrichsville, Tuscarawas County, Ohio, United States"
2177,Dresden,"Dresden, Saxony, Germany"
2178,Innsbruck,"Innsbruck, Tyrol, Austria"
2179,Luxor,"Luxor, 85951, Egypt"
2180,Greenpoint,"Greenpoint, Brooklyn, Kings County, New York, United States"
2181,El Portal,"El Portal, Miami-Dade County, Florida, United States"
2182,Seoul,"Seoul, South Korea"
2183,Portsmouth,"Portsmouth, England, United Kingdom"
2184,Northern Europe,"Northern Europe, Minsk World, Kastrychnitski District, Minsk, Belarus"
2185,South Staffordshire,"South Staffordshire, Staffordshire, England, United Kingdom"
2186,Pisa,"Pisa, Tuscany, Italy"
2187,Gary,"Gary, Broadway, Downtown West, Gary, Calumet Township, Lake County, Indiana, 46410, United States"
2188,Concarneau,"Concarneau, Quimper, Finistère, Brittany, Metropolitan France, 29900, France"
2189,Elmhurst,"Elmhurst, DuPage County, Illinois, 60126, United States"
2190,Bartlesville,"Bartlesville, Washington County, Oklahoma, United States"
2191,Navy Pier,"Navy Pier, Marina District, San Diego, San Diego County, California, 92101, United States"
2192,Amalfi,"Amalfi, Salerno, Campania, 84011, Italy"
2193,Escuintla,"Escuintla, Guatemala"
2194,Glencoe,"Glencoe, New Trier Township, Cook County, Illinois, 60022, United States"
2195,West Palm Beach,"West Palm Beach, Palm Beach County, Florida, United States"
2196,Nottinghamshire,"Nottinghamshire, East Midlands, England, United Kingdom"
2197,Lucca,"Lucca, Tuscany, Italy"
2198,Oakland,"Oakland, Alameda County, California, United States"
